id,name,q,r,terrain,icon,colour,description
1367,"Unnamed",8,23,"Unexplored","None","rgb(40, 69, 102)",""
1368,"Unnamed",8,24,"Unexplored","None","rgb(40, 72, 102)",""
1369,"Unnamed",8,25,"Unexplored","None","rgb(40, 75, 102)",""
1370,"Unnamed",8,26,"Unexplored","None","rgb(40, 78, 102)",""
1371,"Unnamed",8,27,"Unexplored","None","rgb(40, 81, 102)",""
1372,"Unnamed",8,28,"Unexplored","None","rgb(40, 84, 102)",""
1373,"Unnamed",8,29,"Unexplored","None","rgb(40, 87, 102)",""
1374,"Unnamed",8,30,"Unexplored","None","rgb(40, 90, 102)",""
1375,"Unnamed",8,31,"Unexplored","None","rgb(40, 93, 102)",""
1376,"Unnamed",8,32,"Unexplored","None","rgb(40, 96, 102)",""
1377,"Unnamed",8,33,"Unexplored","None","rgb(40, 99, 102)",""
1378,"Unnamed",8,34,"Unexplored","None","rgb(40, 102, 102)",""
1379,"Unnamed",8,35,"Unexplored","None","rgb(40, 105, 102)",""
1380,"Unnamed",8,36,"Unexplored","None","rgb(40, 108, 102)",""
1381,"Unnamed",8,37,"Unexplored","None","rgb(40, 111, 102)",""
1382,"Unnamed",8,38,"Unexplored","None","rgb(40, 114, 102)",""
1383,"Unnamed",8,39,"Unexplored","None","rgb(40, 117, 102)",""
1384,"Unnamed",8,40,"Unexplored","None","rgb(40, 120, 102)",""
1385,"Unnamed",8,41,"Unexplored","None","rgb(40, 123, 102)",""
1386,"Unnamed",8,42,"Unexplored","None","rgb(40, 126, 102)",""
1387,"Unnamed",9,0,"Unexplored","None","rgb(45, 0, 102)",""
1388,"Unnamed",9,1,"Unexplored","None","rgb(45, 3, 102)",""
1389,"Unnamed",9,2,"Unexplored","None","rgb(45, 6, 102)",""
1390,"Unnamed",9,3,"Unexplored","None","rgb(45, 9, 102)",""
1391,"Unnamed",9,4,"Unexplored","None","rgb(45, 12, 102)",""
1392,"Unnamed",9,5,"Unexplored","None","rgb(45, 15, 102)",""
1393,"Unnamed",9,6,"Unexplored","None","rgb(45, 18, 102)",""
1394,"Unnamed",9,7,"Unexplored","None","rgb(45, 21, 102)",""
1395,"Unnamed",9,8,"Unexplored","None","rgb(45, 24, 102)",""
1396,"Unnamed",9,9,"Unexplored","None","rgb(45, 27, 102)",""
1397,"Unnamed",9,10,"Unexplored","None","rgb(45, 30, 102)",""
1398,"Unnamed",9,11,"Unexplored","None","rgb(45, 33, 102)",""
1399,"Unnamed",9,12,"Unexplored","None","rgb(45, 36, 102)",""
1400,"Unnamed",9,13,"Unexplored","None","rgb(45, 39, 102)",""
1401,"Unnamed",9,14,"Unexplored","None","rgb(45, 42, 102)",""
1402,"Unnamed",9,15,"Unexplored","None","rgb(45, 45, 102)",""
1403,"Unnamed",9,16,"Unexplored","None","rgb(45, 48, 102)",""
1404,"Unnamed",9,17,"Unexplored","None","rgb(45, 51, 102)",""
1405,"Unnamed",9,18,"Unexplored","None","rgb(45, 54, 102)",""
1406,"Unnamed",9,19,"Unexplored","None","rgb(45, 57, 102)",""
1407,"Unnamed",9,20,"Unexplored","None","rgb(45, 60, 102)",""
1408,"Unnamed",9,21,"Unexplored","None","rgb(45, 63, 102)",""
1409,"Unnamed",9,22,"Unexplored","None","rgb(45, 66, 102)",""
1410,"Unnamed",9,23,"Unexplored","None","rgb(45, 69, 102)",""
1411,"Unnamed",9,24,"Unexplored","None","rgb(45, 72, 102)",""
1412,"Unnamed",9,25,"Unexplored","None","rgb(45, 75, 102)",""
1413,"Unnamed",9,26,"Unexplored","None","rgb(45, 78, 102)",""
1414,"Unnamed",9,27,"Unexplored","None","rgb(45, 81, 102)",""
1415,"Unnamed",9,28,"Unexplored","None","rgb(45, 84, 102)",""
1416,"Unnamed",9,29,"Unexplored","None","rgb(45, 87, 102)",""
1417,"Unnamed",9,30,"Unexplored","None","rgb(45, 90, 102)",""
1418,"Unnamed",9,31,"Unexplored","None","rgb(45, 93, 102)",""
1419,"Unnamed",9,32,"Unexplored","None","rgb(45, 96, 102)",""
1420,"Unnamed",9,33,"Unexplored","None","rgb(45, 99, 102)",""
1421,"Unnamed",9,34,"Unexplored","None","rgb(45, 102, 102)",""
1422,"Unnamed",9,35,"Unexplored","None","rgb(45, 105, 102)",""
1423,"Unnamed",9,36,"Unexplored","None","rgb(45, 108, 102)",""
1424,"Unnamed",9,37,"Unexplored","None","rgb(45, 111, 102)",""
1425,"Unnamed",9,38,"Unexplored","None","rgb(45, 114, 102)",""
1426,"Unnamed",9,39,"Unexplored","None","rgb(45, 117, 102)",""
1427,"Unnamed",9,40,"Unexplored","None","rgb(45, 120, 102)",""
1428,"Unnamed",9,41,"Unexplored","None","rgb(45, 123, 102)",""
1429,"Unnamed",9,42,"Unexplored","None","rgb(45, 126, 102)",""
1430,"Unnamed",10,0,"Unexplored","None","rgb(50, 0, 102)",""
1431,"Unnamed",10,1,"Unexplored","None","rgb(50, 3, 102)",""
1432,"Unnamed",10,2,"Unexplored","None","rgb(50, 6, 102)",""
1433,"Unnamed",10,3,"Unexplored","None","rgb(50, 9, 102)",""
1434,"Unnamed",10,4,"Unexplored","None","rgb(50, 12, 102)",""
1435,"Unnamed",10,5,"Unexplored","None","rgb(50, 15, 102)",""
1436,"Unnamed",10,6,"Unexplored","None","rgb(50, 18, 102)",""
1437,"Unnamed",10,7,"Unexplored","None","rgb(50, 21, 102)",""
1438,"Unnamed",10,8,"Unexplored","None","rgb(50, 24, 102)",""
1439,"Unnamed",10,9,"Unexplored","None","rgb(50, 27, 102)",""
1440,"Unnamed",10,10,"Unexplored","None","rgb(50, 30, 102)",""
1441,"Unnamed",10,11,"Unexplored","None","rgb(50, 33, 102)",""
1442,"Unnamed",10,12,"Unexplored","None","rgb(50, 36, 102)",""
1443,"Unnamed",10,13,"Unexplored","None","rgb(50, 39, 102)",""
1444,"Unnamed",10,14,"Unexplored","None","rgb(50, 42, 102)",""
1445,"Unnamed",10,15,"Unexplored","None","rgb(50, 45, 102)",""
1446,"Unnamed",10,16,"Unexplored","None","rgb(50, 48, 102)",""
1447,"Unnamed",10,17,"Unexplored","None","rgb(50, 51, 102)",""
1448,"Unnamed",10,18,"Unexplored","None","rgb(50, 54, 102)",""
1449,"Unnamed",10,19,"Unexplored","None","rgb(50, 57, 102)",""
1450,"Unnamed",10,20,"Unexplored","None","rgb(50, 60, 102)",""
1451,"Unnamed",10,21,"Unexplored","None","rgb(50, 63, 102)",""
1452,"Unnamed",10,22,"Unexplored","None","rgb(50, 66, 102)",""
1453,"Unnamed",10,23,"Unexplored","None","rgb(50, 69, 102)",""
1454,"Unnamed",10,24,"Unexplored","None","rgb(50, 72, 102)",""
1455,"Unnamed",10,25,"Unexplored","None","rgb(50, 75, 102)",""
1456,"Unnamed",10,26,"Unexplored","None","rgb(50, 78, 102)",""
1457,"Unnamed",10,27,"Unexplored","None","rgb(50, 81, 102)",""
1458,"Unnamed",10,28,"Unexplored","None","rgb(50, 84, 102)",""
1459,"Unnamed",10,29,"Unexplored","None","rgb(50, 87, 102)",""
1460,"Unnamed",10,30,"Unexplored","None","rgb(50, 90, 102)",""
1461,"Unnamed",10,31,"Unexplored","None","rgb(50, 93, 102)",""
1462,"Unnamed",10,32,"Unexplored","None","rgb(50, 96, 102)",""
1463,"Unnamed",10,33,"Unexplored","None","rgb(50, 99, 102)",""
1464,"Unnamed",10,34,"Unexplored","None","rgb(50, 102, 102)",""
1465,"Unnamed",10,35,"Unexplored","None","rgb(50, 105, 102)",""
1466,"Unnamed",10,36,"Unexplored","None","rgb(50, 108, 102)",""
1467,"Unnamed",10,37,"Unexplored","None","rgb(50, 111, 102)",""
1468,"Unnamed",10,38,"Unexplored","None","rgb(50, 114, 102)",""
1469,"Unnamed",10,39,"Unexplored","None","rgb(50, 117, 102)",""
1470,"Unnamed",10,40,"Unexplored","None","rgb(50, 120, 102)",""
1471,"Unnamed",10,41,"Unexplored","None","rgb(50, 123, 102)",""
1472,"Unnamed",10,42,"Unexplored","None","rgb(50, 126, 102)",""
1473,"Unnamed",11,0,"Unexplored","None","rgb(55, 0, 102)",""
1474,"Unnamed",11,1,"Unexplored","None","rgb(55, 3, 102)",""
1475,"Unnamed",11,2,"Unexplored","None","rgb(55, 6, 102)",""
1476,"Unnamed",11,3,"Unexplored","None","rgb(55, 9, 102)",""
1477,"Unnamed",11,4,"Unexplored","None","rgb(55, 12, 102)",""
1478,"Unnamed",11,5,"Unexplored","None","rgb(55, 15, 102)",""
1479,"Unnamed",11,6,"Unexplored","None","rgb(55, 18, 102)",""
1480,"Unnamed",11,7,"Unexplored","None","rgb(55, 21, 102)",""
1481,"Unnamed",11,8,"Unexplored","None","rgb(55, 24, 102)",""
1482,"Unnamed",11,9,"Unexplored","None","rgb(55, 27, 102)",""
1483,"Unnamed",11,10,"Unexplored","None","rgb(55, 30, 102)",""
1484,"Unnamed",11,11,"Unexplored","None","rgb(55, 33, 102)",""
1485,"Unnamed",11,12,"Unexplored","None","rgb(55, 36, 102)",""
1486,"Unnamed",11,13,"Unexplored","None","rgb(55, 39, 102)",""
1487,"Unnamed",11,14,"Unexplored","None","rgb(55, 42, 102)",""
1488,"Unnamed",11,15,"Unexplored","None","rgb(55, 45, 102)",""
1489,"Unnamed",11,16,"Unexplored","None","rgb(55, 48, 102)",""
1490,"Unnamed",11,17,"Unexplored","None","rgb(55, 51, 102)",""
1491,"Unnamed",11,18,"Unexplored","None","rgb(55, 54, 102)",""
1492,"Unnamed",11,19,"Unexplored","None","rgb(55, 57, 102)",""
1493,"Unnamed",11,20,"Unexplored","None","rgb(55, 60, 102)",""
1494,"Unnamed",11,21,"Unexplored","None","rgb(55, 63, 102)",""
1495,"Unnamed",11,22,"Unexplored","None","rgb(55, 66, 102)",""
1496,"Unnamed",11,23,"Unexplored","None","rgb(55, 69, 102)",""
1497,"Unnamed",11,24,"Unexplored","None","rgb(55, 72, 102)",""
1498,"Unnamed",11,25,"Unexplored","None","rgb(55, 75, 102)",""
1499,"Unnamed",11,26,"Unexplored","None","rgb(55, 78, 102)",""
1500,"Unnamed",11,27,"Unexplored","None","rgb(55, 81, 102)",""
1501,"Unnamed",11,28,"Unexplored","None","rgb(55, 84, 102)",""
1502,"Unnamed",11,29,"Unexplored","None","rgb(55, 87, 102)",""
1503,"Unnamed",11,30,"Unexplored","None","rgb(55, 90, 102)",""
1504,"Unnamed",11,31,"Unexplored","None","rgb(55, 93, 102)",""
1505,"Unnamed",11,32,"Unexplored","None","rgb(55, 96, 102)",""
1506,"Unnamed",11,33,"Unexplored","None","rgb(55, 99, 102)",""
1507,"Unnamed",11,34,"Unexplored","None","rgb(55, 102, 102)",""
1508,"Unnamed",11,35,"Unexplored","None","rgb(55, 105, 102)",""
1509,"Unnamed",11,36,"Unexplored","None","rgb(55, 108, 102)",""
1510,"Unnamed",11,37,"Unexplored","None","rgb(55, 111, 102)",""
1511,"Unnamed",11,38,"Unexplored","None","rgb(55, 114, 102)",""
1512,"Unnamed",11,39,"Unexplored","None","rgb(55, 117, 102)",""
1513,"Unnamed",11,40,"Unexplored","None","rgb(55, 120, 102)",""
1514,"Unnamed",11,41,"Unexplored","None","rgb(55, 123, 102)",""
1515,"Unnamed",11,42,"Unexplored","None","rgb(55, 126, 102)",""
1516,"Unnamed",12,0,"Unexplored","None","rgb(60, 0, 102)",""
1517,"Unnamed",12,1,"Unexplored","None","rgb(60, 3, 102)",""
1518,"Unnamed",12,2,"Unexplored","None","rgb(60, 6, 102)",""
1519,"Unnamed",12,3,"Unexplored","None","rgb(60, 9, 102)",""
1520,"Unnamed",12,4,"Unexplored","None","rgb(60, 12, 102)",""
1521,"Unnamed",12,5,"Unexplored","None","rgb(60, 15, 102)",""
1522,"Unnamed",12,6,"Unexplored","None","rgb(60, 18, 102)",""
1523,"Unnamed",12,7,"Unexplored","None","rgb(60, 21, 102)",""
1524,"Unnamed",12,8,"Unexplored","None","rgb(60, 24, 102)",""
1525,"Unnamed",12,9,"Unexplored","None","rgb(60, 27, 102)",""
1526,"Unnamed",12,10,"Unexplored","None","rgb(60, 30, 102)",""
1527,"Unnamed",12,11,"Unexplored","None","rgb(60, 33, 102)",""
1528,"Unnamed",12,12,"Unexplored","None","rgb(60, 36, 102)",""
1529,"Unnamed",12,13,"Unexplored","None","rgb(60, 39, 102)",""
1530,"Unnamed",12,14,"Unexplored","None","rgb(60, 42, 102)",""
1531,"Unnamed",12,15,"Unexplored","None","rgb(60, 45, 102)",""
1532,"Unnamed",12,16,"Unexplored","None","rgb(60, 48, 102)",""
1533,"Unnamed",12,17,"Unexplored","None","rgb(60, 51, 102)",""
1534,"Unnamed",12,18,"Unexplored","None","rgb(60, 54, 102)",""
1535,"Unnamed",12,19,"Unexplored","None","rgb(60, 57, 102)",""
1536,"Unnamed",12,20,"Unexplored","None","rgb(60, 60, 102)",""
1537,"Unnamed",12,21,"Unexplored","None","rgb(60, 63, 102)",""
1538,"Unnamed",12,22,"Unexplored","None","rgb(60, 66, 102)",""
1539,"Unnamed",12,23,"Unexplored","None","rgb(60, 69, 102)",""
1540,"Unnamed",12,24,"Unexplored","None","rgb(60, 72, 102)",""
1541,"Unnamed",12,25,"Unexplored","None","rgb(60, 75, 102)",""
1542,"Unnamed",12,26,"Unexplored","None","rgb(60, 78, 102)",""
1543,"Unnamed",12,27,"Unexplored","None","rgb(60, 81, 102)",""
1544,"Unnamed",12,28,"Unexplored","None","rgb(60, 84, 102)",""
1545,"Unnamed",12,29,"Unexplored","None","rgb(60, 87, 102)",""
1546,"Unnamed",12,30,"Unexplored","None","rgb(60, 90, 102)",""
1547,"Unnamed",12,31,"Unexplored","None","rgb(60, 93, 102)",""
1548,"Unnamed",12,32,"Unexplored","None","rgb(60, 96, 102)",""
1549,"Unnamed",12,33,"Unexplored","None","rgb(60, 99, 102)",""
1550,"Unnamed",12,34,"Unexplored","None","rgb(60, 102, 102)",""
1551,"Unnamed",12,35,"Unexplored","None","rgb(60, 105, 102)",""
1552,"Unnamed",12,36,"Unexplored","None","rgb(60, 108, 102)",""
1553,"Unnamed",12,37,"Unexplored","None","rgb(60, 111, 102)",""
1554,"Unnamed",12,38,"Unexplored","None","rgb(60, 114, 102)",""
1555,"Unnamed",12,39,"Unexplored","None","rgb(60, 117, 102)",""
1556,"Unnamed",12,40,"Unexplored","None","rgb(60, 120, 102)",""
1557,"Unnamed",12,41,"Unexplored","None","rgb(60, 123, 102)",""
1558,"Unnamed",12,42,"Unexplored","None","rgb(60, 126, 102)",""
1559,"Unnamed",13,0,"Unexplored","None","rgb(65, 0, 102)",""
1560,"Unnamed",13,1,"Unexplored","None","rgb(65, 3, 102)",""
1561,"Unnamed",13,2,"Unexplored","None","rgb(65, 6, 102)",""
1562,"Unnamed",13,3,"Unexplored","None","rgb(65, 9, 102)",""
1563,"Unnamed",13,4,"Unexplored","None","rgb(65, 12, 102)",""
1564,"Unnamed",13,5,"Unexplored","None","rgb(65, 15, 102)",""
1565,"Unnamed",13,6,"Unexplored","None","rgb(65, 18, 102)",""
1566,"Unnamed",13,7,"Unexplored","None","rgb(65, 21, 102)",""
1567,"Unnamed",13,8,"Unexplored","None","rgb(65, 24, 102)",""
1568,"Unnamed",13,9,"Unexplored","None","rgb(65, 27, 102)",""
1569,"Unnamed",13,10,"Unexplored","None","rgb(65, 30, 102)",""
1570,"Unnamed",13,11,"Unexplored","None","rgb(65, 33, 102)",""
1571,"Unnamed",13,12,"Unexplored","None","rgb(65, 36, 102)",""
1572,"Unnamed",13,13,"Unexplored","None","rgb(65, 39, 102)",""
1573,"Unnamed",13,14,"Unexplored","None","rgb(65, 42, 102)",""
1574,"Unnamed",13,15,"Unexplored","None","rgb(65, 45, 102)",""
1575,"Unnamed",13,16,"Unexplored","None","rgb(65, 48, 102)",""
1576,"Unnamed",13,17,"Unexplored","None","rgb(65, 51, 102)",""
1577,"Unnamed",13,18,"Unexplored","None","rgb(65, 54, 102)",""
1578,"Unnamed",13,19,"Unexplored","None","rgb(65, 57, 102)",""
1579,"Unnamed",13,20,"Unexplored","None","rgb(65, 60, 102)",""
1580,"Unnamed",13,21,"Unexplored","None","rgb(65, 63, 102)",""
1581,"Unnamed",13,22,"Unexplored","None","rgb(65, 66, 102)",""
1582,"Unnamed",13,23,"Unexplored","None","rgb(65, 69, 102)",""
1583,"Unnamed",13,24,"Unexplored","None","rgb(65, 72, 102)",""
1584,"Unnamed",13,25,"Unexplored","None","rgb(65, 75, 102)",""
1585,"Unnamed",13,26,"Unexplored","None","rgb(65, 78, 102)",""
1586,"Unnamed",13,27,"Unexplored","None","rgb(65, 81, 102)",""
1587,"Unnamed",13,28,"Unexplored","None","rgb(65, 84, 102)",""
1588,"Unnamed",13,29,"Unexplored","None","rgb(65, 87, 102)",""
1589,"Unnamed",13,30,"Unexplored","None","rgb(65, 90, 102)",""
1590,"Unnamed",13,31,"Unexplored","None","rgb(65, 93, 102)",""
1591,"Unnamed",13,32,"Unexplored","None","rgb(65, 96, 102)",""
1592,"Unnamed",13,33,"Unexplored","None","rgb(65, 99, 102)",""
1593,"Unnamed",13,34,"Unexplored","None","rgb(65, 102, 102)",""
1594,"Unnamed",13,35,"Unexplored","None","rgb(65, 105, 102)",""
1595,"Unnamed",13,36,"Unexplored","None","rgb(65, 108, 102)",""
1596,"Unnamed",13,37,"Unexplored","None","rgb(65, 111, 102)",""
1597,"Unnamed",13,38,"Unexplored","None","rgb(65, 114, 102)",""
1598,"Unnamed",13,39,"Unexplored","None","rgb(65, 117, 102)",""
1599,"Unnamed",13,40,"Unexplored","None","rgb(65, 120, 102)",""
1600,"Unnamed",13,41,"Unexplored","None","rgb(65, 123, 102)",""
1601,"Unnamed",13,42,"Unexplored","None","rgb(65, 126, 102)",""
1602,"Unnamed",14,0,"Unexplored","None","rgb(70, 0, 102)",""
1603,"Unnamed",14,1,"Unexplored","None","rgb(70, 3, 102)",""
1604,"Unnamed",14,2,"Unexplored","None","rgb(70, 6, 102)",""
1605,"Unnamed",14,3,"Unexplored","None","rgb(70, 9, 102)",""
1606,"Unnamed",14,4,"Unexplored","None","rgb(70, 12, 102)",""
1607,"Unnamed",14,5,"Unexplored","None","rgb(70, 15, 102)",""
1608,"Unnamed",14,6,"Unexplored","None","rgb(70, 18, 102)",""
1609,"Unnamed",14,7,"Unexplored","None","rgb(70, 21, 102)",""
1610,"Unnamed",14,8,"Unexplored","None","rgb(70, 24, 102)",""
1611,"Unnamed",14,9,"Unexplored","None","rgb(70, 27, 102)",""
1612,"Unnamed",14,10,"Unexplored","None","rgb(70, 30, 102)",""
1613,"Unnamed",14,11,"Unexplored","None","rgb(70, 33, 102)",""
1614,"Unnamed",14,12,"Unexplored","None","rgb(70, 36, 102)",""
1615,"Unnamed",14,13,"Unexplored","None","rgb(70, 39, 102)",""
1616,"Unnamed",14,14,"Unexplored","None","rgb(70, 42, 102)",""
1617,"Unnamed",14,15,"Unexplored","None","rgb(70, 45, 102)",""
1618,"Unnamed",14,16,"Unexplored","None","rgb(70, 48, 102)",""
1619,"Unnamed",14,17,"Unexplored","None","rgb(70, 51, 102)",""
1620,"Unnamed",14,18,"Unexplored","None","rgb(70, 54, 102)",""
1621,"Unnamed",14,19,"Unexplored","None","rgb(70, 57, 102)",""
1622,"Unnamed",14,20,"Unexplored","None","rgb(70, 60, 102)",""
1623,"Unnamed",14,21,"Unexplored","None","rgb(70, 63, 102)",""
1624,"Unnamed",14,22,"Unexplored","None","rgb(70, 66, 102)",""
1625,"Unnamed",14,23,"Unexplored","None","rgb(70, 69, 102)",""
1626,"Unnamed",14,24,"Unexplored","None","rgb(70, 72, 102)",""
1627,"Unnamed",14,25,"Unexplored","None","rgb(70, 75, 102)",""
1628,"Unnamed",14,26,"Unexplored","None","rgb(70, 78, 102)",""
1629,"Unnamed",14,27,"Unexplored","None","rgb(70, 81, 102)",""
1630,"Unnamed",14,28,"Unexplored","None","rgb(70, 84, 102)",""
1631,"Unnamed",14,29,"Unexplored","None","rgb(70, 87, 102)",""
1632,"Unnamed",14,30,"Unexplored","None","rgb(70, 90, 102)",""
1633,"Unnamed",14,31,"Unexplored","None","rgb(70, 93, 102)",""
1634,"Unnamed",14,32,"Unexplored","None","rgb(70, 96, 102)",""
1635,"Unnamed",14,33,"Unexplored","None","rgb(70, 99, 102)",""
1636,"Unnamed",14,34,"Unexplored","None","rgb(70, 102, 102)",""
1637,"Unnamed",14,35,"Unexplored","None","rgb(70, 105, 102)",""
1638,"Unnamed",14,36,"Unexplored","None","rgb(70, 108, 102)",""
1639,"Unnamed",14,37,"Unexplored","None","rgb(70, 111, 102)",""
1640,"Unnamed",14,38,"Unexplored","None","rgb(70, 114, 102)",""
1641,"Unnamed",14,39,"Unexplored","None","rgb(70, 117, 102)",""
1642,"Unnamed",14,40,"Unexplored","None","rgb(70, 120, 102)",""
1643,"Unnamed",14,41,"Unexplored","None","rgb(70, 123, 102)",""
1644,"Unnamed",14,42,"Unexplored","None","rgb(70, 126, 102)",""
1645,"Unnamed",15,0,"Unexplored","None","rgb(75, 0, 102)",""
1646,"Unnamed",15,1,"Unexplored","None","rgb(75, 3, 102)",""
1647,"Unnamed",15,2,"Unexplored","None","rgb(75, 6, 102)",""
1648,"Unnamed",15,3,"Unexplored","None","rgb(75, 9, 102)",""
1649,"Unnamed",15,4,"Unexplored","None","rgb(75, 12, 102)",""
1650,"Unnamed",15,5,"Unexplored","None","rgb(75, 15, 102)",""
1651,"Unnamed",15,6,"Unexplored","None","rgb(75, 18, 102)",""
1652,"Unnamed",15,7,"Unexplored","None","rgb(75, 21, 102)",""
1653,"Unnamed",15,8,"Unexplored","None","rgb(75, 24, 102)",""
1654,"Unnamed",15,9,"Unexplored","None","rgb(75, 27, 102)",""
1655,"Unnamed",15,10,"Unexplored","None","rgb(75, 30, 102)",""
1656,"Unnamed",15,11,"Unexplored","None","rgb(75, 33, 102)",""
1657,"Unnamed",15,12,"Unexplored","None","rgb(75, 36, 102)",""
1658,"Unnamed",15,13,"Unexplored","None","rgb(75, 39, 102)",""
1659,"Unnamed",15,14,"Unexplored","None","rgb(75, 42, 102)",""
1660,"Unnamed",15,15,"Unexplored","None","rgb(75, 45, 102)",""
1661,"Unnamed",15,16,"Unexplored","None","rgb(75, 48, 102)",""
1662,"Unnamed",15,17,"Unexplored","None","rgb(75, 51, 102)",""
1663,"Unnamed",15,18,"Unexplored","None","rgb(75, 54, 102)",""
1664,"Unnamed",15,19,"Unexplored","None","rgb(75, 57, 102)",""
1665,"Unnamed",15,20,"Unexplored","None","rgb(75, 60, 102)",""
1666,"Unnamed",15,21,"Unexplored","None","rgb(75, 63, 102)",""
1667,"Unnamed",15,22,"Unexplored","None","rgb(75, 66, 102)",""
1668,"Unnamed",15,23,"Unexplored","None","rgb(75, 69, 102)",""
1669,"Unnamed",15,24,"Unexplored","None","rgb(75, 72, 102)",""
1670,"Unnamed",15,25,"Unexplored","None","rgb(75, 75, 102)",""
1671,"Unnamed",15,26,"Unexplored","None","rgb(75, 78, 102)",""
1672,"Unnamed",15,27,"Unexplored","None","rgb(75, 81, 102)",""
1673,"Unnamed",15,28,"Unexplored","None","rgb(75, 84, 102)",""
1674,"Unnamed",15,29,"Unexplored","None","rgb(75, 87, 102)",""
1675,"Unnamed",15,30,"Unexplored","None","rgb(75, 90, 102)",""
1676,"Unnamed",15,31,"Unexplored","None","rgb(75, 93, 102)",""
1677,"Unnamed",15,32,"Unexplored","None","rgb(75, 96, 102)",""
1678,"Unnamed",15,33,"Unexplored","None","rgb(75, 99, 102)",""
1679,"Unnamed",15,34,"Unexplored","None","rgb(75, 102, 102)",""
1680,"Unnamed",15,35,"Unexplored","None","rgb(75, 105, 102)",""
1681,"Unnamed",15,36,"Unexplored","None","rgb(75, 108, 102)",""
1682,"Unnamed",15,37,"Unexplored","None","rgb(75, 111, 102)",""
1683,"Unnamed",15,38,"Unexplored","None","rgb(75, 114, 102)",""
1684,"Unnamed",15,39,"Unexplored","None","rgb(75, 117, 102)",""
1685,"Unnamed",15,40,"Unexplored","None","rgb(75, 120, 102)",""
1686,"Unnamed",15,41,"Unexplored","None","rgb(75, 123, 102)",""
1687,"Unnamed",15,42,"Unexplored","None","rgb(75, 126, 102)",""
1688,"Unnamed",16,0,"Unexplored","None","rgb(80, 0, 102)",""
1689,"Unnamed",16,1,"Unexplored","None","rgb(80, 3, 102)",""
1690,"Unnamed",16,2,"Unexplored","None","rgb(80, 6, 102)",""
1691,"Unnamed",16,3,"Unexplored","None","rgb(80, 9, 102)",""
1692,"Unnamed",16,4,"Unexplored","None","rgb(80, 12, 102)",""
1693,"Unnamed",16,5,"Unexplored","None","rgb(80, 15, 102)",""
1694,"Unnamed",16,6,"Unexplored","None","rgb(80, 18, 102)",""
1695,"Unnamed",16,7,"Unexplored","None","rgb(80, 21, 102)",""
1696,"Unnamed",16,8,"Unexplored","None","rgb(80, 24, 102)",""
1697,"Unnamed",16,9,"Unexplored","None","rgb(80, 27, 102)",""
1698,"Unnamed",16,10,"Unexplored","None","rgb(80, 30, 102)",""
1699,"Unnamed",16,11,"Unexplored","None","rgb(80, 33, 102)",""
1700,"Unnamed",16,12,"Unexplored","None","rgb(80, 36, 102)",""
1701,"Unnamed",16,13,"Unexplored","None","rgb(80, 39, 102)",""
1702,"Unnamed",16,14,"Unexplored","None","rgb(80, 42, 102)",""
1703,"Unnamed",16,15,"Unexplored","None","rgb(80, 45, 102)",""
1704,"Unnamed",16,16,"Unexplored","None","rgb(80, 48, 102)",""
1705,"Unnamed",16,17,"Unexplored","None","rgb(80, 51, 102)",""
1706,"Unnamed",16,18,"Unexplored","None","rgb(80, 54, 102)",""
1707,"Unnamed",16,19,"Unexplored","None","rgb(80, 57, 102)",""
1708,"Unnamed",16,20,"Unexplored","None","rgb(80, 60, 102)",""
1709,"Unnamed",16,21,"Unexplored","None","rgb(80, 63, 102)",""
1710,"Unnamed",16,22,"Unexplored","None","rgb(80, 66, 102)",""
1711,"Unnamed",16,23,"Unexplored","None","rgb(80, 69, 102)",""
1712,"Unnamed",16,24,"Unexplored","None","rgb(80, 72, 102)",""
1713,"Unnamed",16,25,"Unexplored","None","rgb(80, 75, 102)",""
1714,"Unnamed",16,26,"Unexplored","None","rgb(80, 78, 102)",""
1715,"Unnamed",16,27,"Unexplored","None","rgb(80, 81, 102)",""
1716,"Unnamed",16,28,"Unexplored","None","rgb(80, 84, 102)",""
1717,"Unnamed",16,29,"Unexplored","None","rgb(80, 87, 102)",""
1718,"Unnamed",16,30,"Unexplored","None","rgb(80, 90, 102)",""
1719,"Unnamed",16,31,"Unexplored","None","rgb(80, 93, 102)",""
1720,"Unnamed",16,32,"Unexplored","None","rgb(80, 96, 102)",""
1721,"Unnamed",16,33,"Unexplored","None","rgb(80, 99, 102)",""
1722,"Unnamed",16,34,"Unexplored","None","rgb(80, 102, 102)",""
1723,"Unnamed",16,35,"Unexplored","None","rgb(80, 105, 102)",""
1724,"Unnamed",16,36,"Unexplored","None","rgb(80, 108, 102)",""
1725,"Unnamed",16,37,"Unexplored","None","rgb(80, 111, 102)",""
1726,"Unnamed",16,38,"Unexplored","None","rgb(80, 114, 102)",""
1727,"Unnamed",16,39,"Unexplored","None","rgb(80, 117, 102)",""
1728,"Unnamed",16,40,"Unexplored","None","rgb(80, 120, 102)",""
1729,"Unnamed",16,41,"Unexplored","None","rgb(80, 123, 102)",""
1730,"Unnamed",16,42,"Unexplored","None","rgb(80, 126, 102)",""
1731,"Unnamed",17,0,"Unexplored","None","rgb(85, 0, 102)",""
1732,"Unnamed",17,1,"Unexplored","None","rgb(85, 3, 102)",""
1733,"Unnamed",17,2,"Unexplored","None","rgb(85, 6, 102)",""
